HD	RA	DEG	Bayer	Cst
27657	64.4177917	-63.2555	the  	Ret
27697	65.7334583	17.5425833	del  	Tau
27749	65.8541667	16.7773333	     	Tau
27777	66.1214167	34.1308333	     	Per
27778	65.999	24.3010278	     	Tau
27786	66.1559167	33.9598889	     	Per
27819	66.0237083	17.4442222	     	Tau
27820	65.966	9.4609722	r    	Tau
27861	65.9203333	-3.7453333	ksi  	Eri
27934	66.3420833	22.2939722	kap  	Tau
27946	66.3539167	22.2001111	     	Tau
27962	66.3721667	17.928	     	Tau
27991	66.4052083	15.9410833	     	Tau
28024	66.576625	22.8136944	ups  	Tau
28028	66.0090417	-34.017	d    	Eri
28052	66.586125	15.6183333	     	Tau
28093	65.47175	-63.3868056	eta  	Ret
28100	66.6515833	14.7138611	pi.  	Tau
28149	66.8227083	22.9963611	     	Tau
28292	67.109875	16.3596389	     	Tau
28294	67.09725	14.7410278	     	Tau
28305	67.153875	19.1805278	eps  	Tau
28307	67.1434583	15.9622222	the01	Tau
28319	67.1652917	15.8709444	the02	Tau
28355	67.20875	13.0476389	b    	Tau
28375	67.1337917	1.3808611	     	Eri
28446	68.0076667	53.9108333	     	Cam
28485	67.5355417	15.6378889	     	Tau
28525	64.4965833	-80.2141944	del  	Men
28546	67.6617917	15.6919444	     	Tau
28556	67.6554167	13.7244444	     	Tau
28595	67.7798333	15.1051667	     	Tau
28677	67.965375	15.8516389	     	Tau
28704	68.35375	43.0638889	m    	Per
28749	67.9694583	-0.044	     	Eri
28873	67.70875	-44.95375	del  	Cae
28910	68.4619167	14.8445	rho  	Tau
29009	68.4780417	-6.7388889	     	Eri
29064	68.5485	-8.2313611	     	Eri
29085	68.377625	-29.7658333	ups01	Eri
29094	69.172625	41.2648611	e    	Per
29116	65.2417917	-81.5802222	nu.  	Men
29139	68.98	16.50975	alf  	Tau
29140	68.9134583	10.1609167	d    	Tau
29248	69.07975	-3.3524444	nu.  	Eri
29291	68.8877917	-30.5623056	ups02	Eri
29305	68.4988333	-55.045	alf  	Dor
29316	69.9917917	53.47325	     	Cam
29317	69.977875	53.0795833	     	Cam
29335	69.307	0.9983333	     	Eri
29375	69.5390833	16.0333889	     	Tau
29388	69.5391667	12.5108611	c01  	Tau
29391	69.4004583	-2.4733889	c    	Eri
29479	69.7883333	15.8000278	sig01	Tau
29488	69.8185417	15.9180278	sig02	Tau
29503	69.5452917	-14.3035833	l    	Eri
29589	70.01425	12.1976389	     	Tau
29712	69.1903333	-62.0769722	R    	Dor
29722	70.72625	43.3652778	     	Per
29755	70.110375	-19.67125	     	Eri
29763	70.56125	22.9569722	tau  	Tau
29859	70.8072917	24.0889722	     	Tau
29875	70.1409167	-41.8635833	alf  	Cae
29992	70.514375	-37.1447778	bet  	Cae
30020	70.8947083	-8.79425	     	Eri
30021	70.89625	-8.7961111	     	Eri
30076	71.0221667	-8.5035833	     	Eri
30121	72.0009167	56.7575278	     	Cam
30185	70.6935833	-50.4814167	lam  	Pic
30202	70.9344167	-41.0648056	lam  	Cae
30211	71.3755833	-3.2546111	mu.  	Eri
30478	71.088	-59.7328333	kap  	Dor
30495	71.900875	-16.9348611	     	Eri
30504	72.4777917	37.4881944	     	Aur
30605	72.4336667	15.90425	     	Tau
30606	72.1355417	-16.3295833	     	Eri
30608	71.9565	-30.0206111	zet  	Cae
30612	70.7664583	-70.9311111	mu.  	Men
30614	73.5125417	66.3426667	alf  	Cam
30652	72.4589167	6.96125	pi.03	Ori
30739	72.653	8.90025	pi.02	Ori
30780	72.843375	18.8399444	i    	Tau
30814	72.5482917	-16.2172778	     	Eri
30834	73.1583333	36.7031944	     	Aur
30836	72.8015417	5.6051111	pi.04	Ori
30958	73.7630833	55.2591389	     	Cam
30959	73.1331667	14.2507778	omi01	Ori
30985	72.5674167	-41.321	nu.  	Cae
31109	73.2236667	-5.45275	ome  	Eri
31139	73.3448333	2.5082778	     	Ori
31203	72.7307917	-53.4617222	iot  	Pic
31204	72.73575	-53.4599167	iot  	Pic
31237	73.5629167	2.4406667	pi.05	Ori
31278	74.32175	53.7520833	     	Cam
31283	73.6954583	11.4259722	g    	Ori
31295	73.72375	10.1511389	pi.01	Ori
31398	74.2484167	33.1661389	iot  	Aur
31421	74.093	13.5145833	omi02	Ori
31444	73.8276667	-16.4178611	R    	Eri
31512	74.1007917	-5.1713611	b    	Eri
31553	74.4527083	23.9485833	     	Tau
31579	74.9430833	53.1554722	     	Cam
31592	74.5390833	25.0505278	k    	Tau
31647	74.8140833	37.8904722	     	Aur
31761	75.0764583	39.3946944	     	Aur
31767	74.6370833	1.7140278	pi.06	Ori
31780	75.0967083	39.6546667	     	Aur
31845	74.9344583	15.9168056	     	Tau
31910	75.8545833	60.4422778	bet  	Cam
31964	75.4922083	43.8233056	eps  	Aur
31996	74.9020833	-14.8058333	R    	Lep
32008	74.9601667	-10.263	     	Eri
32045	74.982125	-12.5371944	S    	Eri
32068	75.6195	41.0758889	zet  	Aur
32249	75.35975	-7.1739722	psi  	Eri
32301	75.77375	21.5900556	iot  	Tau
32343	76.53525	58.9723889	     	Cam
32357	76.5505833	59.0214167	     	Cam
32440	73.7964167	-74.937	eta  	Men
32503	75.68725	-22.7950833	     	Lep
32537	76.6694167	51.5981389	     	Aur
32549	76.14225	15.4041944	     	Ori
32630	76.628625	41.2346389	eta  	Aur
32736	76.3487917	1.1776389	W    	Ori
32743	75.7030417	-49.1514722	eta01	Pic
32831	76.1012917	-35.4828611	gam  	Cae
32846	76.1089167	-35.7051944	gam  	Cae
32887	76.3652083	-22.3708611	eps  	Lep
32923	76.8611667	18.645	m    	Tau
32964	76.6902083	-4.6551667	     	Eri
32977	76.9517917	20.4184444	l    	Tau
32990	77.0275833	24.2651944	     	Tau
32991	76.9809583	21.7048333	     	Tau
33021	76.9096667	9.4727222	     	Ori
33042	76.2414583	-49.5778333	eta02	Pic
33054	76.9702917	8.4985833	i    	Ori
33111	76.962625	-5.08625	bet  	Eri
33254	77.3316667	9.8296111	h    	Ori
33256	77.1819583	-4.45625	     	Eri
33262	76.377875	-57.473	zet  	Dor
33276	77.4248333	15.5972778	     	Ori
33285	75.6791667	-71.3143333	bet  	Men
33296	78.380375	62.6911389	     	Cam
33328	77.2865833	-8.7540833	lam  	Eri
33641	78.3572083	38.4846667	mu.  	Aur
33802	78.0745417	-11.8691389	iot  	Lep
33856	78.3228333	2.86125	rho  	Ori
33904	78.2327917	-16.2054167	mu.  	Lep
33949	78.307875	-12.9412778	kap  	Lep
33959	78.8517083	32.6875833	     	Aur
33988	79.1129167	46.4155556	     	Aur
34029	79.1720833	45.9990278	alf  	Aur
34053	78.86525	22.2848611	     	Tau
34078	79.075625	34.3122222	AE   	Aur
34085	78.6344583	-8.2016389	bet  	Ori
34172	74.7124583	-82.4705278	ksi  	Men
34203	79.01725	11.3413611	     	Ori
34233	79.8660417	58.1174167	     	Cam
34334	79.5439583	33.372	     	Aur
34364	79.5787083	33.7674167	AR   	Aur
34411	79.7836667	40.1006667	lam  	Aur
34499	79.8488333	33.9854444	     	Aur
34503	79.4016667	-6.8443889	tau  	Ori
34559	79.819125	22.0966944	n    	Tau
34578	80.0038333	33.9580556	     	Aur
34642	79.3709167	-34.8943889	omi  	Col
34649	78.4392917	-67.1853611	the  	Dor
34658	79.7967917	2.5959444	     	Ori
34759	80.4517083	41.8046667	rho  	Aur
34787	80.8659583	57.5445278	     	Cam
34816	79.893875	-13.1767778	lam  	Lep
34863	79.9959583	-12.3156111	nu.  	Lep
35039	80.440625	-0.3824722	o    	Ori
35072	79.842125	-50.6065278	zet  	Pic
35076	80.84525	28.9368333	     	Aur
35148	80.71275	3.55225	m    	Ori
35149	80.7083333	3.5444444	m    	Ori
35186	81.1630833	37.3853889	sig  	Aur
35189	80.9071667	16.6993611	     	Tau
35296	81.1054583	17.3835556	     	Tau
35337	80.8756667	-13.9273611	     	Lep
35369	80.9868333	-7.8079444	e    	Ori
35410	81.1204583	-0.8916667	p    	Ori
35411	81.11925	-2.3971389	eta  	Ori
35439	81.1867917	1.8464444	     	Ori
35468	81.2827917	6.3497222	gam  	Ori
35497	81.5729167	28.6078611	bet  	Tau
35532	81.5238333	16.7001667	     	Tau
35580	80.5922917	-56.1344444	kap  	Pic
35583	82.5425417	63.0672222	     	Cam
35620	81.9120417	34.476	phi  	Aur
35671	81.7920417	17.9622778	     	Tau
35708	81.9086667	21.9369722	o    	Tau
35715	81.7092917	3.0956667	psi  	Ori
35770	81.9400417	15.8741111	     	Tau
35802	82.0066667	17.23925	     	Tau
35860	81.192875	-52.3161667	the  	Pic
35943	82.3187083	25.1503056	     	Tau
36066	83.1403333	57.2216111	     	Cam
36079	82.061375	-20.7592222	bet  	Lep
36167	82.43325	-1.0921667	     	Ori
36189	81.5803333	-58.9126111	lam  	Dor
36217	82.5829583	4.2048611	CK   	Ori
36267	82.6960417	5.9482222	A    	Ori
36351	82.8105417	3.2921389	n01  	Ori
36371	83.1819583	32.1920278	chi  	Aur
36389	83.053125	18.59425	CE   	Tau
36473	82.78175	-20.8635556	     	Lep
36485	83.0020833	-0.2844444	del  	Ori
36486	83.0016667	-0.2990833	del  	Ori
36512	82.98275	-7.3015278	ups  	Ori
36570	84.3127917	64.1548611	     	Cam
36576	83.3817917	18.5402222	     	Tau
36597	82.8030833	-35.4704444	eps  	Col
36653	83.4762083	14.3055833	     	Ori
36673	83.1825417	-17.8223056	alf  	Lep
36695	83.3810417	-1.1560833	VV   	Ori
36777	83.5699583	3.7669444	n02  	Ori
36819	83.863	24.0396389	     	Tau
36822	83.7051667	9.4895833	phi01	Ori
36861	83.7845	9.9341667	lam  	Ori
36862	83.7854167	9.935	lam  	Ori
37018	83.8465	-4.8383333	c    	Ori
37020	83.8159167	-5.3873056	the01	Ori
37021	83.8170833	-5.3852778	the01	Ori
37022	83.818625	-5.3896944	the01	Ori
37023	83.8216667	-5.3876944	the01	Ori
37041	83.8454167	-5.4160556	the02	Ori
37043	83.85825	-5.9098889	iot  	Ori
37070	84.772625	56.3601111	     	Cam
37077	83.9145417	-4.8560833	     	Ori
37128	84.053375	-1.2019167	eps  	Ori
37147	84.2654583	17.0404167	     	Tau
37160	84.226375	9.2914167	phi02	Ori
37202	84.4111667	21.1425833	zet  	Tau
37269	84.65875	30.4924444	     	Aur
37297	83.248	-64.2275278	     	Dor
37350	83.4063333	-62.4898611	bet  	Dor
37430	84.3187083	-27.8711944	nu.01	Col
37438	84.934125	25.8971389	     	Tau
37468	84.6865417	-2.6000556	sig  	Ori
37479	84.69625	-2.5941667	sig  	Ori
37490	84.7964583	4.1214722	ome  	Ori
37495	84.436	-28.6898056	nu.02	Col
37507	84.7212083	-7.2127222	d    	Ori
37601	85.7569167	56.5814444	     	Cam
37638	86.03525	61.4765278	     	Cam
37711	85.3238333	16.5341944	     	Tau
37742	85.1896667	-1.9425833	zet  	Ori
37743	85.19	-1.9427778	zet  	Ori
37763	82.9694167	-76.3416667	gam  	Men
37795	84.91225	-34.0740556	alf  	Col
37984	85.6194167	1.4746667	b    	Ori
38090	85.5581667	-22.37375	     	Lep
38091	86.6265417	56.1157222	     	Cam
38104	86.4752083	49.8262778	omi  	Aur
38129	86.7275	56.924	     	Cam
38392	86.1104167	-22.4216667	gam  	Lep
38393	86.1165417	-22.4475	gam  	Lep
38478	86.6895417	15.8225	     	Tau
38545	86.8047917	14.4884167	     	Tau
38558	86.8591667	17.7291389	     	Tau
38602	83.9005417	-78.8208889	iot  	Men
38618	87.6412083	56.9189444	     	Cam
38622	86.92875	13.8996389	     	Tau
38656	87.2935833	39.1811389	tau  	Aur
38666	86.4995417	-32.3063889	mu.  	Col
38678	86.7389583	-14.8219444	zet  	Lep
38710	87.0009583	6.4542222	     	Ori
38751	87.254	24.5675556	     	Tau
38771	86.939125	-9.6696111	kap  	Ori
38831	88.0719167	58.9641389	     	Cam
38899	87.38725	12.6513611	     	Tau
38944	87.7600417	37.3056944	ups  	Aur
39003	87.8724583	39.1484722	nu.  	Aur
39014	86.1934167	-65.7355278	del  	Dor
39019	87.6204167	14.3056944	     	Tau
39060	86.8211667	-51.0667222	bet  	Pic
39091	84.286625	-80.4716667	pi.  	Men
39220	88.7409583	59.8884167	     	Cam
39283	88.711625	55.7069167	ksi  	Aur
39291	87.8415833	-7.518	     	Ori
39317	88.0929167	14.1718056	     	Tau
39357	88.3318333	27.6122778	     	Tau
39364	87.8297917	-20.8775	del  	Lep
39400	88.1101667	1.8551667	     	Ori
39425	87.7397917	-35.7693056	bet  	Col
39523	87.4565833	-56.1665	gam  	Pic
39587	88.5961667	20.2764167	chi01	Ori
39698	88.7362083	19.7496111	     	Ori
39764	88.2786667	-33.8014444	lam  	Col
39780	82.5580417	-84.7852222	     	Men
39801	88.792875	7.4070278	alf  	Ori
39810	86.950625	-72.7023056	lam  	Men
39816	88.9554167	20.175	U    	Ori
39844	87.473125	-66.9012222	eps  	Dor
40035	89.8814583	54.2849722	del  	Aur
40111	89.4985833	25.9539167	     	Tau
40136	89.1013333	-14.1680278	eta  	Lep
40176	88.8745417	-37.1206111	ksi  	Col
40183	89.882375	44.9474444	bet  	Aur
40239	89.98375	45.93675	pi.  	Aur
40248	89.08725	-31.3824444	sig  	Col
40312	89.9301667	37.2127778	the  	Aur
40372	89.6018333	1.8371389	     	Ori
40394	90.244	47.9019722	     	Aur
40409	88.5245833	-63.0910278	     	Dor
40446	89.7065833	0.5529722	     	Ori
40494	89.3842083	-35.2833056	gam  	Col
40535	89.7544583	-9.38225	     	Mon
40536	89.7679583	-9.5581389	     	Mon
40724	90.4234583	22.4010556	     	Tau
40801	90.8244583	42.9118889	     	Aur
40808	89.786625	-42.8151111	eta  	Col
40873	91.1212917	51.5735	     	Cam
40932	90.5957917	9.6473611	mu.  	Ori
40953	87.57	-79.3615278	kap  	Men
40967	90.460125	-10.5979444	     	Mon
41040	90.864	19.6906111	     	Ori
41074	91.26425	42.9819722	     	Aur
41116	91.0300833	23.2636389	     	Gem
41117	90.9799167	20.1384722	chi02	Ori
41357	91.6462083	38.4827778	     	Aur
41361	91.2424583	5.4199722	     	Ori
41380	91.2431667	4.1586667	     	Ori
41511	91.246375	-16.4844167	     	Lep
41534	91.0845	-32.1727222	     	Col
41543	91.70275	23.6386111	     	Gem
41597	92.4957917	58.9356389	     	Cam
41695	91.538875	-14.9352778	the  	Lep
41698	91.43975	-24.1955278	S    	Lep
41753	91.893	14.7685278	nu.  	Ori
41927	93.2127083	65.7185	     	Cam
42042	91.9234583	-19.166	     	Lep
42078	91.671125	-42.2988056	pi.01	Col
42087	92.4332917	23.1134722	     	Gem
42126	92.9020833	48.7130556	     	Aur
42127	92.9025	48.7111111	     	Aur
42167	91.8817917	-37.2529167	the  	Col
42216	92.62475	22.9978889	     	Gem
42303	91.9702917	-42.154	pi.02	Col
42398	92.884625	24.4203889	     	Gem
42509	93.0055833	19.7905833	     	Ori
42525	91.539	-66.0396944	eta01	Dor
42543	93.0795833	22.9085278	BU   	Gem
42545	93.0136667	16.1304444	f01  	Ori
42560	92.985	14.2088056	ksi  	Ori
42633	93.9187917	59.9990278	     	Cam
42933	92.574625	-54.9686667	del  	Pic
42973	94.4784583	61.5153056	     	Lyn
42995	93.7195833	22.5068333	eta  	Gem
43039	93.84475	29.4987222	kap  	Aur
43042	93.71225	19.1568889	     	Ori
43107	92.18475	-68.8434444	nu.  	Dor
43153	93.8547083	16.1431944	f02  	Ori
43232	93.7139167	-6.2747222	gam  	Mon
43244	94.3945	46.4239167	     	Aur
43247	93.937375	12.5510833	     	Ori
43261	94.079375	23.9700556	     	Gem
43378	94.9057917	59.0109167	     	Lyn
43380	94.57025	46.36075	     	Aur
43384	94.244625	23.7409167	     	Gem
43386	94.1107083	12.2717222	k    	Ori
43455	92.8125833	-65.5896944	eta02	Dor
43525	94.2775833	9.9425278	l    	Ori
43740	94.7267917	23.6033056	     	Gem
43749	95.5337083	61.7598611	     	Lyn
43760	94.396375	-10.725	     	Mon
43785	94.1380833	-35.1407222	kap  	Col
43812	95.5148333	59.3721111	     	Lyn
43818	94.8304167	23.4694167	     	Gem
43834	92.5591667	-74.7525278	alf  	Men
43836	94.8438333	23.2745	     	Gem
43905	95.442125	53.4523889	     	Aur
44112	94.9283333	-7.8229167	     	Mon
44402	95.0782917	-30.0633889	zet  	CMa
44478	95.7399583	22.5138611	mu.  	Gem
44537	96.2245833	49.2878889	psi01	Aur
44639	95.68125	-2.195	V    	Mon
44691	96.60775	56.2850556	RR   	Lyn
44708	96.7036667	58.4174167	     	Lyn
44743	95.6749583	-17.9559167	bet  	CMa
44762	95.5285417	-33.4362778	del  	Col
44769	95.9420833	4.5928333	eps  	Mon
44770	95.94375	4.5958611	eps  	Mon
44984	96.3674167	14.722	BL   	Ori
44990	96.3041667	7.0857222	T    	Mon
45229	95.7327917	-56.3699167	nu.  	Pic
45348	95.987875	-52.6957222	alf  	Car
45352	96.9440833	20.7896111	     	Gem
45394	96.9862083	20.4962778	     	Gem
45410	97.6964167	58.1634444	     	Lyn
45412	97.1420417	30.4930833	RT   	Aur
45416	96.8073333	0.2992778	     	Ori
45418	96.7536667	-4.3556389	     	Mon
45433	96.8149583	-0.276	     	Ori
45466	97.5124167	46.6855278	     	Aur
45542	97.2407917	20.2121667	nu.  	Gem
45546	96.989875	-4.7621389	     	Mon
45572	96.4319167	-48.1768611	G    	Pup
45669	95.6592917	-69.9841389	pi.01	Dor
45725	97.2044583	-7.0330556	bet  	Mon
45726	97.20625	-7.0344444	bet  	Mon
45727	97.20625	-7.0344444	bet  	Mon
45813	97.0425833	-32.5801389	lam  	CMa
46031	97.906	15.9035278	     	Gem
46052	98.1133333	32.4549444	WW   	Aur
46101	98.6366667	55.3530278	     	Lyn
46116	96.369375	-69.6907778	pi.02	Dor
46136	98.0771667	17.7842778	     	Gem
46241	98.080125	4.856	     	Mon
46300	98.2259583	7.3329722	     	Mon
46328	97.9640417	-23.4184444	ksi01	CMa
46355	97.3689167	-56.8528333	     	Pic
46480	99.4235	61.4818889	     	Lyn
46553	98.80025	28.0223333	     	Aur
46590	99.41	56.8575	     	Lyn
46642	98.6930417	7.5725	     	Mon
46687	99.1368333	38.4455556	UU   	Aur
46781	99.0088333	16.7970833	     	Gem
46860	97.9929583	-58.7538333	mu.  	Pic
46933	98.7640833	-22.9648333	ksi02	CMa
47070	99.6647917	39.3911111	     	Aur
47100	99.7049583	39.9025833	psi03	Aur
47105	99.4279167	16.3994167	gam  	Gem
47138	99.09525	-18.6599444	nu.01	CMa
47152	99.5959167	28.9843889	     	Aur
47174	99.832625	42.489	psi02	Aur
47205	99.1708333	-19.2557222	nu.02	CMa
47306	98.744125	-52.9756389	N    	Car
47395	99.888	28.2631667	     	Aur
47442	99.472625	-18.2374444	nu.03	CMa
47670	99.4402917	-43.1959167	nu.  	Pup
47731	100.3370833	28.1966389	     	Gem
47839	100.2444167	9.89575	S    	Mon
47914	100.770875	44.5245278	psi04	Aur
47973	99.6567917	-48.2202222	Y    	Pup
48097	100.6013333	17.6455278	     	Gem
48250	101.5589583	59.4416944	     	Lyn
48329	100.9830417	25.1311667	eps  	Gem
48432	101.7062083	57.1692778	     	Lyn
48433	100.9970417	13.2281389	     	Gem
48450	101.1894167	28.971	     	Gem
48682	101.68475	43.5770278	psi05	Aur
48737	101.322625	12.8960556	ksi  	Gem
48781	101.9149167	48.7894722	psi06	Aur
48843	101.4758333	12.6935556	     	Gem
48879	102.737875	67.5719167	     	Cam
48915	101.2885417	-16.7131389	alf  	CMa
48917	101.118625	-31.0705278	     	CMa
48977	101.6350833	8.5871667	     	Mon
49161	101.8326667	8.0372778	     	Mon
49229	101.712875	-14.426	     	CMa
49293	101.96525	2.4121944	     	Mon
49333	101.7562083	-21.0154167	     	CMa
49340	103.426	68.8883056	     	Cam
49520	102.6915	41.7815556	psi07	Aur
49591	101.8392083	-37.9296667	x    	Pup
49606	102.4577083	16.2029167	     	Gem
49618	103.2710833	59.4486667	     	Lyn
49619	103.4	59.4069444	     	Lyn
49738	102.60625	13.4131944	     	Gem
49877	101.8279583	-55.5400556	O    	Car
49908	102.8877083	21.7612222	d    	Gem
50013	102.4602917	-32.5085	kap  	CMa
50018	103.255875	38.8691389	     	Aur
50019	103.19725	33.9613611	the  	Gem
50037	103.3057083	38.4384444	     	Aur
50204	103.4877917	38.5050833	psi08	Aur
50223	102.4775833	-46.6154722	X    	Pup
50241	102.0480833	-61.9419722	alf  	Pic
50310	102.4839167	-50.6143889	tau  	Pup
50337	102.4638333	-53.6225	A    	Car
50506	100.012125	-80.8137222	zet  	Men
50522	104.3191667	58.4230556	     	Lyn
50635	103.6607917	13.1780278	e    	Gem
50658	104.1335833	46.274	psi09	Aur
50692	103.827875	25.3756389	     	Gem
50707	103.387125	-20.22425	     	CMa
50778	103.5478333	-12.0385833	the  	CMa
50877	103.533125	-24.1842222	omi01	CMa
50973	104.4046667	45.0941111	     	Lyn
51055	103.7614167	-20.4048611	     	CMa
51199	103.9058333	-20.1365833	pi.  	CMa
51250	104.0277083	-14.0434444	mu.  	CMa
51309	104.0342917	-17.05425	iot  	CMa
51440	104.762	38.0526111	     	Aur
51530	104.698	26.0808611	     	Gem
51557	102.8624167	-70.9634722	iot  	Vol
51688	104.8664167	25.9141944	     	Gem
52005	105.0659167	16.079	     	Gem
52089	104.6564583	-28.9720833	eps  	CMa
52092	104.604625	-34.1117222	t    	Pup
52497	105.60325	24.2154444	ome  	Gem
52877	105.4297917	-27.9348333	sig  	CMa
52918	105.72825	-4.23925	     	Mon
52973	106.02725	20.5703056	zet  	Gem
53047	105.214625	-51.4026389	     	Car
53138	105.756125	-23.8333056	omi02	CMa
53244	105.9395417	-15.63325	gam  	CMa
53257	106.3265417	22.6374722	     	Gem
53633	107.4074167	60.7921944	     	Lyn
53704	106.0117083	-42.3374444	C    	Pup
53791	106.8391667	22.7036111	R    	Gem
53811	105.9735833	-49.58425	H    	Pup
54131	107.0918333	15.9309167	     	Gem
54239	104.1436667	-79.4201944	the  	Men
54475	106.7795417	-40.8933056	D    	Pup
54605	107.097875	-26.3931944	del  	CMa
54716	107.9137083	39.3205556	     	Aur
54719	107.7849583	30.2452778	tau  	Gem
54801	107.8461667	26.8566667	     	Gem
54810	107.557	-4.2376389	     	Mon
54893	107.2128333	-39.6556667	A    	Pup
55052	108.1099583	24.1286944	     	Gem
55057	107.8484583	-0.3019167	     	Mon
55156	108.20575	25.7486389	     	Gem
55185	107.9660833	-0.4927778	del  	Mon
55280	108.97925	59.6380833	     	Lyn
55383	108.3427917	16.1590556	     	Gem
55522	108.0509167	-25.9426111	     	CMa
55621	108.67475	24.8851944	     	Gem
55719	108.0659167	-40.4987778	E    	Pup
55864	107.1764167	-70.4973333	gam01	Vol
55865	107.18675	-70.4991944	gam02	Vol
55870	108.98825	27.8974167	     	Gem
55892	108.1405833	-46.7595556	I    	Pup
55966	112.7686667	82.4115556	VZ   	Cam
56003	108.830875	-0.1613056	     	Mon
56014	108.5634167	-26.3525278	     	CMa
56022	108.3057083	-45.1825278	L01  	Pup
56096	108.3842917	-44.6405278	L02  	Pup
56139	108.70275	-26.7726944	ome  	CMa
56221	109.50925	40.8833611	     	Aur
56537	109.523375	16.5404722	lam  	Gem
56577	109.1535	-23.3156111	     	CMa
56820	110.571625	59.9019722	     	Cam
56855	109.2856667	-37.0975	pi.  	Pup
56986	110.0307917	21.9823333	del  	Gem
57060	109.66825	-24.5586944	UW   	CMa
57061	109.6770417	-24.9543889	tau  	CMa
57066	110.5560417	50.1474167	     	Lyn
57102	110.711875	55.2843889	     	Lyn
57103	110.7169167	55.2814722	     	Lyn
57150	109.5766667	-36.7339722	v01  	Pup
57167	109.867	-16.3949167	R    	CMa
57197	109.51775	-43.9867778	M    	Pup
57219	109.659125	-36.74275	v02  	Pup
57240	109.6396667	-39.2103056	F    	Pup
57264	110.5112083	36.7606389	     	Aur
57423	110.4870833	20.4437222	     	Gem
57623	109.207625	-67.9571667	del  	Vol
57669	111.0352917	40.6724444	     	Aur
57727	110.8689583	25.0506111	A    	Gem
57744	110.8672917	22.9454444	     	Gem
57927	111.1393333	27.6378056	     	Gem
58142	111.6785833	49.2116389	     	Lyn
58187	111.2424583	11.6695556	     	CMi
58207	111.432	27.7982778	iot  	Gem
58350	111.0237917	-29.3031111	eta  	CMa
58367	111.4120833	9.2761111	eps  	CMi
58579	111.7347083	20.2575833	     	Gem
58715	111.7877917	8.2894167	bet  	CMi
58728	111.9349583	21.4455556	     	Gem
58855	112.48275	49.6726667	     	Lyn
58923	112.0086667	6.9420833	eta  	CMi
58946	112.2775417	31.7840833	rho  	Gem
58972	112.0409583	8.9255	gam  	CMi
59037	112.33525	28.1184167	     	Gem
59148	112.45325	27.9161944	b    	Gem
59294	112.4490833	12.0066111	     	CMi
59635	112.2737917	-38.8121111	y    	Pup
59693	112.6977917	-9.7768889	U    	Mon
59717	112.3078333	-43.3018889	sig  	Pup
59881	113.0247917	1.9144722	del01	CMi
60107	113.4020833	15.8266944	     	Gem
60111	113.2986667	3.2902778	del02	CMi
60178	113.65	31.8886111	alf  	Gem
60179	113.65	31.8883333	alf  	Gem
60357	113.5662083	3.37175	del03	CMi
60522	113.9807083	26.896	ups  	Gem
60584	113.5777917	-23.4736667	n    	Pup
60585	113.5795833	-23.4747222	n    	Pup
60606	113.4627083	-36.3383889	z    	Pup
60816	111.409125	-79.0941944	eps  	Men
60863	113.8455833	-28.3692778	p    	Pup
60986	114.6368333	35.0484722	     	Gem
61064	114.3197083	-4.1110278	     	Mon
61106	115.2065	57.0828889	     	Lyn
61110	114.7915	34.5846389	omi  	Gem
61248	113.9154167	-52.5338056	Q    	Car
61330	114.3421667	-34.9685833	f    	Pup
61338	114.869125	17.6745278	f    	Gem
61391	114.1830417	-48.8301667	y02  	Pup
61421	114.82725	5.2275	alf  	CMi
61429	114.5752083	-25.3647778	m    	Pup
61497	115.7519167	58.7105	     	Lyn
61555	114.7078333	-26.8038889	kap01	Pup
61556	114.7075	-26.8036111	kap02	Pup
61641	114.6829167	-36.4968333	e    	Pup
61715	114.575875	-48.6014444	y03  	Pup
61772	115.0967083	-15.2638611	     	Pup
61831	114.8639583	-38.3080556	d01  	Pup
61878	114.932625	-38.1393333	d02  	Pup
61899	114.9495	-38.2606667	d03  	Pup
61925	114.991625	-37.5794167	d04  	Pup
61935	115.312	-9.5510833	alf  	Mon
62044	115.827875	28.8840833	sig  	Gem
62066	116.6668333	65.4556389	     	Cam
62140	116.6144167	62.8306667	     	Cam
62285	116.0288333	25.7842222	c    	Gem
62345	116.1119583	24.3981389	kap  	Gem
62509	116.3306667	28.0263056	bet  	Gem
62510	116.2889167	20.3160556	     	Gem
62576	115.885	-28.4109444	     	Pup
62623	115.9519583	-28.9548333	l    	Pup
62713	115.9242917	-40.9333333	W    	Pup
62721	116.5312083	18.5101667	g    	Gem
62832	116.5675833	10.7683056	     	CMi
62863	116.3694167	-14.6860556	     	Pup
62864	116.3714167	-14.6904722	     	Pup
62898	116.8764167	33.4157778	pi.  	Gem
62952	116.487	-14.5638333	     	Pup
63032	116.31375	-37.9686111	c    	Pup
63077	116.3965833	-34.1765556	     	Pup
63208	117.1402083	23.1409722	     	Gem
63295	115.455	-72.6061389	zet  	Vol
63336	116.9865833	-12.1928889	     	Pup
63462	117.0215417	-25.9371667	omi  	Pup
63660	117.2570833	-24.91225	     	Pup
63697	117.4215417	-17.2281111	     	Pup
63700	117.3235833	-24.8597778	ksi  	Pup
63744	117.084375	-47.0775278	Q    	Pup
63922	117.3095833	-46.3732222	P    	Pup
63975	117.925	1.7668889	zet  	CMi
64077	117.9203333	-12.8193889	     	Pup
64096	117.9430833	-13.8971944	     	Pup
64106	118.622	47.3859722	     	Lyn
